start,end,date,deviceid,end_survey,audit,enumerator_id,province,district,village,settlement_name,iset_code,aggregate,location,intro,consent,ki_gender,ki_age,popn_note,iset_population,migrant_population,migrant_population.idp,migrant_population.prolong,migrant_population.protract,migrant_population.refugee,migrant_population.returnee,migrant_population.economic,migrant_population.nomad,idp_hhs,idp_indvl,prolonged_hhs,prolonged_indvl,protracted_hhs,protracted_indvl,idp_3mo_hhs,idp_prov_origin,idp_dist_origin,refugee_hhs,refugee_indvl,returnee_hhs,returnee_indvl,returnee_origin,returnee_paki_prov,returnee_iran_prov,returnee_3mo_hhs,recentreturn_challenge,recentreturn_challenge.country_return,recentreturn_challenge.age,recentreturn_challenge.health,recentreturn_challenge.other,recentreturn_challenge.none,recentreturn_challenge_other,economic_hhs,economic_indvl,nomad_hhs,nomad_indvl,host_hhs,host_indvl,vuln_note,disability,chronic_ill,elderly,female_hoh,ethnic_groups,ethnic_groups.aimaq,ethnic_groups.arab,ethnic_groups.baloch,ethnic_groups.hazara,ethnic_groups.nuristani,ethnic_groups.jat,ethnic_groups.jogi,ethnic_groups.pashtun,ethnic_groups.pashayee,ethnic_groups.tajik,ethnic_groups.turkmen,ethnic_groups.uzbek,ethnic_groups.other,ethnic_groups_other,five_years,relocate_plan,relocate_pushpull,relocate_pushpull.intimidate,relocate_pushpull.land_dispute,relocate_pushpull.no_work,relocate_pushpull.join_family,relocate_pushpull.better_security,relocate_pushpull.better_service,relocate_pushpull.other,relocate_pushpull.better_job,relocate_pushpull_other,covid_note,covid_aware,covid_concern,covid_prevent,covid_info,covid_info.government,covid_info.comm_leader,covid_info.un_ngo,covid_info.media,covid_info.text,covid_info.health_worker,covid_info.fam_friend,covid_info.other,covid_info_other,covid_safeprac,covid_safeprac.handwash,covid_safeprac.distancing,covid_safeprac.isolate,covid_safeprac.masks_ifsick,covid_safeprac.masks,covid_safeprac.no_face,covid_safeprac.no_gather,covid_safeprac.other,covid_safeprac.none,covid_safeprac_other,covid_action,covid_action.none,covid_action.stay_home,covid_action.isolate,covid_action.self_meds,covid_action.speak_leader,covid_action.pharm_hosp,covid_action.trad_healer,covid_action.other,covid_action.dont_know,covid_action_other,covid_discriminate,covid_discriminate.females,covid_discriminate.males,covid_discriminate.children,covid_discriminate.elderly,covid_discriminate.chronic_ill,covid_discriminate.disabled,covid_discriminate.returnee,covid_discriminate.minorities,covid_discriminate.other,covid_discriminate.none,covid_discriminate_other,discrimate_result,discrimate_result.evicted_hh,discrimate_result.evicted_iset,discrimate_result.denied_finance,discrimate_result.denied_services,discrimate_result.harrass_verbal,discrimate_result.harass_physical,discrimate_result.domestic_abuse,discrimate_result.other,discrimate_result_other,wash_note,water_point,water_point_no,tap_sanitize,wash_gbv,handwash_location,handwash_location.private,handwash_location.public_facility,handwash_location.public,handwash_location.open,handwash_location.other,handwash_location_other,handwash_device,handwash_device_other,soap_avail,time_handwash_meal,time_handwash_toilet,time_handwash_return,handwash_crowded,water_distance,water_source,water_source_other,water_barrier,water_barrier.busy,water_barrier.unpleasent,water_barrier.low_capacity,water_barrier.unsafe,water_barrier.distance,water_barrier.expensive,water_barrier.other,water_barrier.none,water_barrier_other,water_barrier_group,water_barrier_who,water_barrier_who.females,water_barrier_who.males,water_barrier_who.children,water_barrier_who.elderly,water_barrier_who.chronic_ill,water_barrier_who.disabled,water_barrier_who.returnee,water_barrier_who.minorities,water_barrier_who.other,water_barrier_who.none,water_barrier_who_other,health_note,health_distance,health_inaccess,health_inaccess.pharmacy,health_inaccess.travel,health_inaccess.trad_healer,health_inaccess.none,health_inaccess.other,health_inaccess_other,inaccess_distance,health_gbv,health_use_recent,health_use_satisfy,health_use_unsatisfy,health_use_unsatisfy.hours,health_use_unsatisfy.expensive,health_use_unsatisfy.drug_unavail,health_use_unsatisfy.staff_behave,health_use_unsatisfy.crowded,health_use_unsatisfy.other,health_use_unsatisfy.dont_know,health_use_unsatisfy.prefer_not,health_use_unsatisfy_other,health_barrier,health_barrier.where_confuse,health_barrier.cost_transport,health_barrier.cost_treat,health_barrier.cost_drugs,health_barrier.culture,health_barrier.safety,health_barrier.travel_time,health_barrier.centre_capacity,health_barrier.denied,health_barrier.other,health_barrier.none,health_barrier_other,health_barrier_group,health_barrier_who,health_barrier_who.females,health_barrier_who.males,health_barrier_who.children,health_barrier_who.elderly,health_barrier_who.chronic_ill,health_barrier_who.disabled,health_barrier_who.returnee,health_barrier_who.minorities,health_barrier_who.other,health_barrier_who.none,health_barrier_who_other,covid_coping,covid_coping.withdraw,covid_coping.angry,covid_coping.risky_behave,covid_coping.physical_ache,covid_coping.substance,covid_coping.none,covid_coping.other,covid_coping_other,mhpss_aware,mhpss_services,mhpss_services.comm_leader,mhpss_services.ngo,mhpss_services.comm_group,mhpss_services.clinical,mhpss_services.referrals,mhpss_services.other,mhpss_services_other,mhpss_use,mhpss_use_why,mhpss_use_why.service_hose,mhpss_use_why.treatment_iset,mhpss_use_why.staff_behave,mhpss_use_why.crowded,mhpss_use_why.other,mhpss_use_why.dont_know,mhpss_use_why.prefer_not,mhpss_use_why_other,mhpss_secondary,mhpss_secondary.more_gbv,mhpss_secondary.more_poverty,mhpss_secondary.health_issue,mhpss_secondary.comm_violence,mhpss_secondary.more_insecure,mhpss_secondary.no_ngo_access,mhpss_secondary.other,mhpss_secondary.none,mhpss_secondary_other,protection_note,safe_likert,safety_change,safety_gbv,move_free_m,move_why_m,move_why_m.harrass,move_why_m.culture_barrier,move_why_m.covid,move_why_m.no_document,move_why_m.unsafe,move_why_m.debt,move_why_m.other,move_why__m_other,move_free_f,move_why_f,move_why_f.harrass,move_why_f.culture_barrier,move_why_f.covid,move_why_f.no_document,move_why_f.unsafe,move_why_f.debt,move_why_f.other,move_why_f_other,host_relation,relocation,host_dispute,host_dispute_other,comm_represent,site_land,site_land_owner,site_land_owner_other,rent,eviction,eviction_why,eviction_why.rent,eviction_why.dispute_rent,eviction_why.dispute_own,eviction_why.dispute_other,eviction_why.dispute_host,eviction_why.private,eviction_why.other,eviction_why_other,eviction_threat,eviction_threat_other,eviction_threat_why,eviction_threat_why.local_auth,eviction_threat_why.government,eviction_threat_why.host_comm,eviction_threat_why.other,eviction_threat_why_other,shelter_note,shelter_type,shelter_type_other,accom,accom_other,tenure,tenure_written,tenure_written_other,hh_rooms,covid_shelter,covid_shelter_other,covid_sitespace,sim_card,fsl_note,livelihood,livelihood_other,work_change,unemploy_coping,unemploy_coping.spend_saving,unemploy_coping.sell_asset,unemploy_coping.borrow_debt,unemploy_coping.non_food_spend,unemploy_coping.rely_aid,unemploy_coping.sell_aid,unemploy_coping.begging,unemploy_coping.other,unemploy_coping.dont_know,unemploy_coping_other,market_walking,market_soldout,soldout_item,soldout_item.food,soldout_item.soap,soldout_item.hygiene,soldout_item.fuel,soldout_item.construct_mat,soldout_item.clothing,soldout_item.tarpaulin,soldout_item.buckets_hose,soldout_item.kitchen_mat,soldout_item.blanket,soldout_item.other,soldout_item_other,food_source,food_source.ngo,food_source.market_inside,food_source.market_outsided,food_source.own_production,food_source.family,food_source.other,food_source.dont_know,food_source_other,food_access,aid_provided,aid_type,aid_type.education,aid_type.food,aid_type.health,aid_type.livelihoods,aid_type.wash,aid_type.protection,aid_type.shelter,aid_type.nfi,aid_type.winter,aid_type.other,aid_type.cash,aid_type_other,aid_govt,aid_services,aid_services_other,edu_note,school_distance,school_closed,school_alternatives,school_alternatives.other_facility,school_alternatives.home_school,school_alternatives.other,school_alternatives.no,school_alternatives.dont_know,school_alt_other,thankyou,village_other,enumerator_uuid,iset_indvl,iset_hhs,gbv_incident,_id,_uuid,_submission_time,_validation_status,_index
2020-05-19T10:10:34.205+04:30,2020-05-19T10:45:35.728+04:30,43970,8.67813E+14,2020-05-19T10:45:35.728+04:30,,21,kunar,shigal,barsake dak,Hajiabad,KNR_007,,suburb,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,5,30,8,48,15,90,0,,,,,9,54,pakistan,khyber_p,,0,,,,,,,,5,30,,,58,348,,2,4,1,3,tajik,0,0,0,0,0,0,0,0,0,1,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,government comm_leader text,1,1,0,0,1,0,0,0,,handwash distancing,1,1,0,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,chronic_ill,0,0,0,0,1,0,0,0,0,0,,denied_services,0,0,0,1,0,0,0,0,,,yes,1,no,no,public,0,0,1,0,0,,handpump,,yes,yes,yes,yes,no,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport,0,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,dont_know,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,tools,,no,yes,,unskilled,,full_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99616502,270b332a-0251-49ea-b290-86b708a6a280,2020-05-19T08:53:42,,203
2020-05-18T12:46:31.680+04:30,2020-05-18T13:09:15.650+04:30,43969,8.67813E+14,2020-05-18T13:09:15.650+04:30,,21,kunar,dara_e_pech,Kandaro Kalay,Mano,KNR_009,,dist_centre,,yes,male,40_49,,mixed,prolong protract returnee economic,0,1,1,0,1,1,0,,,15,135,10,90,,,,,,20,180,pakistan,khyber_p,,0,,,,,,,,40,360,,,265,2385,,10,45,7,12,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,yes,yes,yes,government comm_leader media text,1,1,0,1,1,0,0,0,,handwash distancing,1,1,0,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,14,no,yes,public,0,0,1,0,0,,handpump,,no,yes,no,no,no,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_treat cost_drugs,0,0,1,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,cdc,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,1,tools,,no,no,,unskilled,,full_stop,spend_saving,1,0,0,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,yes,food,0,1,0,0,0,0,0,0,0,0,0,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99339464,68250618-a462-4085-a596-fa86600d0fe7,2020-05-18T09:12:52,,89
2020-05-19T12:26:53.191+04:30,2020-05-19T13:00:13.721+04:30,43970,8.67813E+14,2020-05-19T13:00:13.721+04:30,,21,kunar,sar_kani,kandakal,Sarkani,KNR_011,,dist_centre,,yes,male,50_59,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,80,560,100,700,300,2100,13,kunar,nurgal,,,30,210,pakistan,khyber_p,,0,,,,,,,,10,70,,,1080,7560,,50,70,30,120,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,government text health_worker,1,0,0,0,1,1,0,0,,handwash distancing isolate masks_ifsick,1,1,1,1,0,0,0,0,0,,stay_home isolate self_meds,0,1,1,1,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,denied_finance denied_services,0,0,1,1,0,0,0,0,,,yes,3,no,no,public,0,0,1,0,0,,handpump,,yes,yes,yes,no,yes,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_drugs,0,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty comm_violence,1,1,0,1,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,tools,,no,yes,,unskilled,,full_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,yes,food,0,1,0,0,0,0,0,0,0,0,0,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99616539,fae247c8-42ef-4a2c-b045-d6026961e88e,2020-05-19T08:53:51,,207
2020-05-18T11:17:41.215+04:30,2020-05-18T11:59:27.686+04:30,43969,8.67813E+14,2020-05-18T11:59:27.686+04:30,,21,kunar,shigal,Shen korak,Bar Sagay,KNR_014,,rural,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,10,120,150,1800,400,4800,0,,,,,100,1200,pakistan,khyber_p,,12,country_return,1,0,0,0,0,,500,6000,,,2340,28080,,20,45,80,60,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,yes,yes,yes,government comm_leader media text fam_friend,1,1,0,1,1,0,1,0,,handwash,1,0,0,0,0,0,0,0,0,,stay_home isolate,0,1,1,0,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,domestic_abuse,0,0,0,0,0,0,1,0,,,yes,4,no,yes,public,0,0,1,0,0,,handpump,,no,yes,yes,no,no,no_further,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,no,yes,no,hours expensive drug_unavail,1,1,1,0,0,0,0,0,,cost_transport cost_drugs,0,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,verbal,,,3,tools,,no,yes,,unskilled,,part_stop,spend_saving,1,0,0,0,0,0,0,0,0,,no_further,yes,food hygiene,1,0,1,0,0,0,0,0,0,0,0,,market_inside,0,1,0,0,0,0,0,,yes,yes,food,0,1,0,0,0,0,0,0,0,0,0,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99339424,d7bbf6e4-8615-4b0d-adfc-d9aead96b869,2020-05-18T09:12:48,,87
2020-05-20T09:20:45.810+04:30,2020-05-20T09:46:55.017+04:30,43971,8.67813E+14,2020-05-20T09:46:55.017+04:30,,21,kunar,marawara,Charmango kalat,Koza Qala,KNR_016,,rural,,yes,male,30_39,,mixed,idp prolong protract economic,1,1,1,0,0,1,0,4,40,6,60,6,60,0,,,,,,,,,,,,,,,,,,4,40,,,20,200,,5,2,3,2,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,comm_leader media text health_worker,0,1,0,1,1,1,0,0,,handwash distancing isolate,1,1,1,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,elderly,0,0,0,1,0,0,0,0,0,0,,denied_finance,0,0,1,0,0,0,0,0,,,yes,3,no,yes,public,0,0,1,0,0,,handpump,,yes,yes,yes,no,no,yes,pipe,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport cost_drugs travel_time,0,1,0,1,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,withdraw,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,cdc,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,tools,,no,yes,,unskilled,,full_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,no_further,yes,food,1,0,0,0,0,0,0,0,0,0,0,,market_inside,0,1,0,0,0,0,0,,yes,yes,wash,0,0,0,0,1,0,0,0,0,0,0,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99835224,64939b6f-798f-4029-a2ba-c08529001cc9,2020-05-20T09:22:26,,355
2020-05-19T11:27:47.009+04:30,2020-05-19T11:55:54.144+04:30,43970,8.67813E+14,2020-05-19T11:55:54.144+04:30,,21,kunar,narang,kuznarang,Kotki,KNR_017,,rural,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,25,250,50,500,50,500,0,,,,,150,1500,pakistan,khyber_p,,0,,,,,,,,100,1000,,,375,1125,,24,16,21,7,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,government un_ngo media,1,0,1,1,0,0,0,0,,handwash,1,0,0,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,harass_physical,0,0,0,0,0,1,0,0,,,yes,6,no,yes,private,1,0,0,0,0,,,,yes,yes,yes,no,,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport cost_drugs,0,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,tools,,no,yes,,unskilled,,part_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99616517,0a814452-5ed5-4f75-a2ad-33ca02697b95,2020-05-19T08:53:47,,205
2020-05-19T11:57:29.279+04:30,2020-05-19T12:25:30.239+04:30,43970,8.67813E+14,2020-05-19T12:25:30.239+04:30,,21,kunar,dara_e_pech,Kolak,Kandagal,KNR_018,,rural,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,25,225,200,1800,20,180,0,,,,,150,1350,pakistan,khyber_p,,0,,,,,,,,50,450,,,75,675,,58,25,4,6,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,yes,intimidate,1,0,0,0,0,0,0,0,,,yes,yes,yes,government un_ngo text,1,0,1,0,1,0,0,0,,handwash,1,0,0,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,denied_services,0,0,0,1,0,0,0,0,,,yes,6,no,yes,public,0,0,1,0,0,,handpump,,yes,yes,yes,no,yes,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport cost_drugs,0,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,1,tools,,no,yes,,unskilled,,full_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,yes,food wash,0,1,0,0,1,0,0,0,0,0,0,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,99616529,3c95ad04-9138-412d-b1e0-634e73416a9d,2020-05-19T08:53:49,,206
2020-05-20T08:01:58.584+04:30,2020-05-20T08:29:29.790+04:30,43971,8.67813E+14,2020-05-20T08:29:29.790+04:30,,21,kunar,khas_kunar,Shali,Sarki,KNR_019,,rural,,yes,male,40_49,,mixed,prolong protract returnee,0,1,1,0,1,0,0,,,4,32,3,24,,,,,,71,568,pakistan,khyber_p,,0,,,,,,,,,,,,7,56,,6,9,14,1,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,government comm_leader media text health_worker,1,1,0,1,1,1,0,0,,handwash distancing,1,1,0,0,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,denied_services,0,0,0,1,0,0,0,0,,,yes,2,no,yes,public,0,0,1,0,0,,handpump,,yes,yes,yes,no,yes,yes,pipe,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport cost_drugs,0,1,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw angry,1,1,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty health_issue,1,1,1,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,cdc,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,tools,,no,yes,,livestock,,part_stop,spend_saving,1,0,0,0,0,0,0,0,0,,no_further,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,other_facility,1,0,0,0,0,,,,,,,,99835011,1b2b3ad5-4ca7-4ba5-96d9-d560eaf8cc60,2020-05-20T09:21:50,,353
2020-05-27T10:20:20.153+04:30,2020-05-27T10:45:34.843+04:30,43978,3.52707E+14,2020-05-27T10:45:34.843+04:30,,17,kunar,nurgal,Tora Teaga,Kuz Nurgal,KNR_020,,rural,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,10,90,18,162,25,225,8,kunar,sar_kani,,,8,72,pakistan,khyber_p,,0,,,,,,,,3,27,,,136,1224,,7,50,85,13,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,yes,no_work,0,0,1,0,0,0,0,0,,,yes,yes,yes,comm_leader media text fam_friend,0,1,0,1,1,0,1,0,,handwash no_gather,1,0,0,0,0,0,1,0,0,,stay_home isolate self_meds,0,1,1,1,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,65,no,dont_know,private,1,0,0,0,0,,,,no,yes,yes,dont_know,,yes,pump_private,,distance,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,dont_know,,,,,,,,,,,centre_capacity,0,0,0,0,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,withdraw,1,0,0,0,0,0,0,,dont_know,,,,,,,,,,,,,,,,,,,more_gbv more_poverty health_issue comm_violence,1,1,1,1,0,0,0,0,,,neutral,no_change,no_change,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,dont_know,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,prefer_not,,,2,shelter_repair,,,no,,farm_crop,,full_stop,spend_saving sell_asset borrow_debt non_food_spend,1,1,1,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside market_outsided own_production family,0,1,1,1,1,0,0,,no,yes,food,0,1,0,0,0,0,0,0,0,0,0,,dont_know,,,,yes,yes,other_facility home_school,1,1,0,0,0,,,,,,,,101616358,d8f3bdcb-deca-4af6-9f0e-814d665a45b7,2020-05-27T12:50:15,,628
2020-05-20T08:34:27.059+04:30,2020-05-20T09:01:21.370+04:30,43971,8.67813E+14,2020-05-20T09:01:21.371+04:30,,21,kunar,asad_abad,Manurki,Mandi,KNR_021,,suburb,,yes,male,30_39,,mixed,idp prolong protract economic,1,1,1,0,0,1,0,4,36,4,36,2,18,0,,,,,,,,,,,,,,,,,,3,27,,,2,18,,0,3,8,4,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,media,0,0,0,1,0,0,0,0,,handwash distancing masks_ifsick,1,1,0,1,0,0,0,0,0,,stay_home,0,1,0,0,0,0,0,0,0,,elderly chronic_ill,0,0,0,1,1,0,0,0,0,0,,denied_services,0,0,0,1,0,0,0,0,,,yes,2,no,yes,public,0,0,1,0,0,,handpump,,yes,yes,yes,yes,yes,yes,pump_public,,busy,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,no,yes,no,hours expensive,1,1,0,0,0,0,0,0,,cost_transport,0,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,withdraw risky_behave,1,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,more_gbv more_poverty,1,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,deed,,2,tools,,no,yes,,unskilled,,part_stop,spend_saving borrow_debt,1,0,1,0,0,0,0,0,0,,yes,yes,food soap hygiene,1,1,1,0,0,0,0,0,0,0,0,,market_inside,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,no,,,,yes,yes,no,0,0,0,1,0,,,,,,,,99835172,d12a0d26-64b5-4b9e-a504-00cc61e91f66,2020-05-20T09:22:18,,354
